split,season,episode,dialog_id,dialog_idx,turn_id,turn_idx,speaker,gender,emotion,utterance,intensity_mean_db,intensity_std_db,pitch_mean_hz,pitch_std_hz,pitch_range_hz,articulation_rate_syll_per_s,hnr_mean_db,intensity_level,pitch_level,rate_level
train,3,25,16,16,2,2,Phoebe,F,disgust,Oy!!,64.321,4.8597,355.5493,73.8709,270.9496,4.6107,5.5109,medium,high,high
train,3,25,16,16,3,3,Monica,F,surprise,Whats with all this sand?,61.0219,5.1635,390.3508,103.625,413.3513,2.9668,3.5937,low,high,low
train,3,25,16,16,4,4,Phoebe,F,neutral,"Oh, yeah, Bob said there might be flood damage.",62.4084,5.0636,318.7211,63.3622,275.8667,4.1583,6.4743,medium,high,medium
train,3,25,16,16,5,5,Ross,M,neutral,"Yeah, either that, or he has a really big cat.",64.3942,6.2511,191.6366,18.7825,99.319,4.0565,10.0317,medium,medium,medium
train,5,19,17,17,0,0,Joey,M,anger,"Okay, see that blind guy right there? I'm gonna bash his head in later.",66.3359,9.4739,157.4959,33.9699,185.5567,4.3103,6.831,high,low,medium
train,5,19,17,17,1,1,Joey,M,joy,"Oh umm, my big scene is coming up. Big scene coming up.",67.304,6.6809,160.2896,39.8817,205.8074,4.6875,8.0695,high,medium,high
train,5,19,17,17,2,2,Chandler,M,neutral,"If you said, ""Big lima bean, bubbling up."" Would she understand the difference?",68.2267,4.2468,167.4168,28.9744,151.3913,4.8888,4.8285,high,medium,high
train,5,19,17,17,3,3,Monica,F,neutral,Rach? What are you doing?,64.1284,9.2395,275.1713,39.2722,189.536,2.2321,7.1522,medium,medium,low
train,5,19,17,17,4,4,Rachel,F,fear,"Oh boy, I just can't watch. It's too scary!",63.4732,9.4199,226.7146,55.2817,220.3618,3.6057,2.2901,medium,low,medium
train,5,19,17,17,5,5,Monica,F,neutral,It's a diaper commercial.,64.7573,7.413,194.0844,44.7011,162.7363,2.6533,1.1679,medium,low,low
train,5,19,17,17,6,6,Rachel,F,fear,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",63.9502,6.5987,209.797,26.7418,169.8706,3.4215,9.9226,medium,low,medium
train,5,19,17,17,7,7,Caitlin,F,joy,Pizza delivery!,67.1504,6.8557,305.3194,80.3947,381.1609,4.8077,8.5801,high,medium,high
train,5,19,17,17,8,8,Ross,M,joy,I'll get it! I will get that!,69.4302,2.4574,284.7642,4.9075,17.65,0.9191,0.7044,high,high,low
train,5,19,17,17,9,9,Caitlin,F,joy,Hi!,65.2511,9.9235,277.8253,83.617,308.0716,1.8029,9.7309,high,medium,low
train,5,19,17,17,10,10,Ross,M,joy,Hi!,67.8931,0.3261,200.0177,17.2147,53.6508,,4.9038,high,medium,
train,5,21,18,18,0,0,Ross,M,neutral,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",63.7667,8.9573,157.6856,29.0234,138.4725,3.8683,10.202,medium,low,medium
train,5,21,18,18,1,1,Joey,M,neutral,"Uhh, the ball thing.",60.3424,11.9232,101.0263,11.8657,61.6089,3.0488,7.9906,low,low,low
train,5,21,18,18,2,2,Ross,M,neutral,Yeah?,65.4528,5.4158,177.2552,42.685,154.3232,1.0901,1.1421,high,medium,low
train,5,21,18,18,3,3,Joey,M,joy,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",60.4128,8.3142,146.4435,51.2266,380.9127,4.3148,6.1122,low,low,medium
train,5,21,18,18,4,4,Ross,M,neutral,"Uhh,",60.793,13.6559,214.0905,66.4546,267.9433,3.7129,9.2056,low,high,medium
train,5,21,18,18,5,5,Joey,M,joy,Okay!,62.6718,7.0283,194.5298,75.805,315.5833,3.9612,3.0167,medium,medium,medium
train,5,21,18,18,6,6,Joey,M,fear,Uh-oh.,54.6222,7.5078,144.6386,53.8044,198.909,3.6765,5.7025,low,low,medium
train,5,21,18,18,7,7,Ross,M,neutral,What?,34.7566,1.6086,,,,1.8751,-1.0283,low,,low
train,5,21,18,18,8,8,Joey,M,sadness,I have to pee. And Rachel's in the bathroom!,60.9871,9.3091,153.6283,46.2463,210.0559,4.5872,2.2535,low,low,high
train,5,21,18,18,9,9,Joey,M,surprise,"Man, I didn't think we were gonna make it!",64.9991,6.3048,173.6783,27.6891,177.2611,4.3697,3.934,high,medium,medium
train,5,21,18,18,10,10,Ross,M,fear,"I know!  Don't switch hands, okay?",64.0411,8.384,203.0312,73.5043,371.8111,3.8832,5.7741,medium,medium,medium
train,1,1,19,19,0,0,Joey,M,neutral,Hey.,64.4833,5.71,185.7095,66.3477,319.4183,3.2106,1.5268,medium,medium,low
train,1,1,19,19,1,1,Phoebe,F,neutral,Hey!,59.521,1.7844,,,,,-1.2774,low,,
train,7,7,20,20,0,0,Rachel,F,neutral,How did it go with Erin?,59.4366,5.0063,270.0491,140.8945,420.8094,4.6543,7.911,low,medium,high
train,7,7,20,20,1,1,Joey,M,joy,"Oh, unbelievable! We had the best time!",61.6131,8.7927,211.3676,60.6374,349.0882,3.057,4.2707,medium,medium,low
train,7,7,20,20,2,2,Phoebe,F,joy,"Yay!! Oh so, youre not, youre not mad at us anymore?",63.4204,7.0811,244.13,64.5763,355.6821,5.1844,8.4899,medium,medium,high
train,7,7,20,20,3,3,Joey,M,joy,No!,61.9967,4.4636,260.1248,57.8917,203.434,4.9341,8.6106,medium,high,high
train,7,7,20,20,4,4,Joey,M,joy,No!,61.5928,8.7496,206.3577,50.1431,164.3273,4.1118,7.7203,medium,medium,medium
train,7,7,20,20,5,5,Joey,M,joy,No!,65.5371,3.0359,236.2691,22.3697,71.0848,1.8751,10.2447,high,high,low
train,7,7,20,20,6,6,Joey,M,joy,You guys were totally right!,62.7112,4.3998,220.1059,16.9228,72.2715,4.0762,5.973,medium,high,medium
train,7,7,20,20,7,7,Joey,M,joy,This is so much better than the first time we went out.,60.4498,5.3064,159.8721,48.8953,158.7174,5.3067,6.5415,low,medium,high
train,7,7,20,20,8,8,Joey,M,neutral,Yknow?,59.1418,5.681,145.1374,3.2993,10.4526,,8.4928,low,low,
train,7,7,20,20,9,9,Joey,M,neutral,"That was so awkward, we were really nervous.",61.071,7.5047,148.9823,66.6012,381.8121,4.2969,6.5958,low,low,medium
train,7,7,20,20,10,10,Phoebe,F,neutral,Didnt you sleep together?,61.1397,9.559,396.744,53.5379,178.6583,2.5569,11.4245,low,high,low
train,7,7,20,20,11,11,Joey,M,neutral,"Yeah, that really calms me down.",61.5015,9.0019,110.5742,38.3454,227.3318,2.5338,6.6625,medium,low,low
train,7,7,20,20,12,12,Joey,M,joy,And!,62.016,9.5481,172.3377,29.8949,137.2565,4.2293,6.2662,medium,medium,medium
train,7,7,20,20,13,13,Joey,M,joy,We have so much in common!,55.9192,0.2758,213.8946,8.7668,28.1833,,5.6732,low,high,
train,7,7,20,20,14,14,Joey,M,joy,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well thats a",63.6578,9.4343,253.5819,135.8168,423.8963,4.5171,8.4558,medium,high,high
train,7,7,20,20,15,15,Rachel,F,surprise,"Oh my God! Listen to you talkin about having kids. Oh my Joey.  Oh, please dont get married before I do.",64.6147,8.4239,347.4231,101.4725,424.3467,4.0614,10.2313,medium,high,medium
train,7,7,20,20,16,16,Joey,M,neutral,Okay.,64.6667,6.5764,289.5576,42.6398,241.1621,2.259,6.7118,medium,high,low
train,1,4,21,21,0,0,Monica,F,surprise,How does she do that?,62.4522,8.8889,372.6315,69.0739,306.0105,3.9296,2.779,medium,high,medium
train,1,4,21,21,1,1,Ross,M,neutral,I cannot sleep in a public place.,58.9188,7.005,203.2875,74.6021,286.8188,3.7751,3.4176,low,medium,medium
train,1,4,21,21,2,2,Monica,F,joy,Would you look at her? She is so peaceful.,60.2787,9.6338,298.4347,115.7428,407.5915,4.2135,9.637,low,medium,medium
train,1,4,21,21,3,3,Phoebe,F,surprise,Oh! What what what! ...Hi.,63.26,6.787,274.6853,78.9016,321.7894,2.8286,1.4094,medium,medium,low
train,1,4,21,21,4,4,Ross,M,neutral,"It's okay, y'know, you just nodded off again.",58.3753,5.984,151.3402,26.2526,119.3131,3.6765,8.2326,low,low,medium
train,1,4,21,21,5,5,Monica,F,surprise,What's going on with you?,56.2106,7.0665,308.2945,64.4779,282.3912,2.9921,9.6471,low,medium,low
train,1,4,21,21,6,6,Phoebe,F,anger,I got no sleep last night!,58.6683,6.7845,274.7074,94.5172,381.0511,3.125,9.3079,low,medium,low
train,1,4,21,21,7,7,Ross,M,neutral,Why?,55.9877,2.6265,202.6355,63.052,210.2871,2.6042,6.5449,low,medium,low
train,1,4,21,21,8,8,Phoebe,F,disgust,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",61.599,8.4192,275.5231,47.7414,234.0052,4.7619,5.2659,medium,medium,high
train,1,4,21,21,9,9,Phoebe,F,neutral,"Oh, and deaf.",62.9916,8.5718,244.1563,69.6572,218.9318,2.5685,3.4703,medium,medium,low
train,1,4,21,21,10,10,Phoebe,F,neutral,"So they're constantly, like, having to reassure each other that they're having a good time.",59.9989,6.4765,285.9792,73.1304,353.6427,4.1941,7.4058,low,medium,medium
train,1,4,21,21,11,11,Phoebe,F,disgust,You have no idea how loud they are!,60.4882,5.0436,273.6997,67.3251,272.3593,3.9062,7.3817,low,medium,medium
train,1,4,21,21,12,12,Monica,F,neutral,"Well, if you want, you can stay with Rachel and me tonight.",55.4317,5.9259,209.4952,46.1471,152.857,3.7716,6.4328,low,low,medium
train,1,4,21,21,13,13,Phoebe,F,joy,Thanks.,53.6794,7.2646,274.9398,25.6286,72.2917,1.589,7.4572,low,medium,low
train,1,23,22,22,0,0,Joey,M,disgust,Ew! What is that? Something exploded!,64.8577,6.7743,264.7914,71.0188,297.9077,4.9495,2.701,medium,high,high
train,1,23,22,22,1,1,Nurse,F,neutral,"It's just her water breaking. Calm down, will you?",60.8567,5.4277,269.0394,60.1413,214.8035,5.1136,7.6335,low,medium,high
train,1,23,22,22,2,2,Joey,M,surprise,"Water breaking, what do you mean? What's that, water breaking?",63.0233,8.2641,305.9938,105.3813,423.7937,4.717,13.9988,medium,high,high
train,1,23,22,22,3,3,Nurse,F,neutral,"Breathe, breathe, breathe.",63.708,5.8061,237.7659,24.5218,181.1892,1.0965,3.2335,medium,low,low
train,3,11,23,23,0,0,Monica,F,surprise,"Are you insane? I mean Joey, is going to kill you, hes actually going to kill you dead.",65.1999,10.1072,298.6768,81.5315,378.598,5.3095,10.6501,high,medium,high
train,3,11,23,23,1,1,Chandler,M,anger,Okay! You dont think I thought of that?,66.9463,11.5361,244.5856,36.4666,169.103,4.3048,10.4681,high,high,medium
train,3,11,23,23,2,2,Phoebe,F,surprise,How can you not know which one?,64.5512,6.7309,432.0404,38.7921,159.3257,4.5573,9.6178,medium,high,high
train,3,11,23,23,3,3,Rachel,F,joy,I mean thats unbelievable.,65.3228,4.9074,343.497,80.3108,307.3105,4.5362,7.662,high,high,high
train,3,11,23,23,4,4,Monica,F,neutral,"I mean, was it Gina?",63.4767,10.8009,382.3479,60.3612,231.1526,4.5073,9.2787,medium,high,high
train,3,11,23,23,5,5,Ross,M,neutral,Which one is Gina?,64.6518,8.6243,208.2253,30.971,134.1369,3.2704,10.7221,medium,medium,low
train,3,11,23,23,6,6,Rachel,F,neutral,"Dark, big hair, with the airplane earrings.",60.0709,11.6492,317.2723,57.6556,293.0883,3.2895,12.7317,low,high,low
train,3,11,23,23,7,7,Monica,F,neutral,"No, no, no, thats Dina.",60.2554,9.9016,242.1903,35.538,133.2082,3.418,11.2585,low,medium,medium
train,3,11,23,23,8,8,Chandler,M,surprise,"You see you cant tell which one is which either, dwha!!",64.5829,9.0738,285.7773,93.4052,398.0111,3.0922,4.9712,medium,high,low
train,3,14,24,24,0,0,Rachel,F,neutral,"I dont know, you thought See you Saturday was funny.",63.0739,6.659,199.9452,58.0627,247.5946,4.3352,5.035,medium,low,medium
train,3,14,24,24,1,1,Rachel,F,neutral,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",64.6035,7.1883,315.8126,80.3454,301.5772,4.2808,9.5788,medium,high,medium
train,3,14,24,24,2,2,Rachel,F,neutral,You guys would never want to go to a lecture with me.,63.318,6.5868,265.2205,82.7112,318.6756,5.2083,11.3592,medium,medium,high
train,3,14,24,24,3,3,Ross,M,joy,Pa-haa!! I would love to go with you.,65.0228,7.9122,240.3047,85.7947,286.767,4.375,10.7837,high,high,medium
train,3,14,24,24,4,4,Rachel,F,surprise,Really!?,65.1872,8.4219,331.2459,96.942,359.0649,2.6533,12.2421,high,high,low
train,3,14,24,24,5,5,Ross,M,neutral,"Yeah, hey I-I have clothes, I even pick them out.",63.6258,11.1656,273.094,67.3523,307.9079,4.529,9.935,medium,high,high
train,3,14,24,24,6,6,Ross,M,neutral,"I mean for, for all you know I could be a fashion..... monger.",67.0755,11.4596,227.2618,35.9948,211.6245,3.6693,9.1234,high,high,medium
train,3,14,24,24,7,7,Rachel,F,joy,"Okay. Honey, I would love for you to go with me.  What?",63.0123,11.657,338.1928,80.8203,275.0068,4.2879,14.4885,medium,high,medium
train,3,14,24,24,8,8,Ross,M,fear,"What should I wear, now Im all nervous.",63.5249,14.163,195.7024,56.1926,292.1348,3.5647,4.8926,medium,medium,medium
train,4,4,25,25,0,0,Mr. Treeger,M,joy,": I know, we did it!! Hey, that was incredible, huh?!",64.8863,3.2579,368.0086,47.2464,200.7214,2.7412,-1.54,medium,high,low
train,4,4,25,25,1,1,Joey,M,joy,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",63.5745,4.0318,317.1264,67.7735,410.9193,5.6818,6.2386,medium,high,high
train,4,4,25,25,2,2,Mr. Treeger,M,joy,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",62.6435,5.5223,164.8083,53.2809,406.0121,4.3209,5.6222,medium,medium,medium
train,4,4,25,25,3,3,Joey,M,joy,"Oh well, okay, good luck.",60.6664,5.0104,200.3284,34.9456,162.6374,2.7427,2.5105,low,medium,low
train,4,4,25,25,4,4,Mr. Treeger,M,neutral,: Yeah.,61.3557,5.5147,200.3376,40.0119,139.9144,1.9806,3.0866,medium,medium,low
train,4,4,25,25,5,5,Joey,M,neutral,Unless you wanna practice the Foxtrot again? Or-or the Tango?,62.8116,5.7432,219.8456,61.2063,376.5631,4.9867,6.2589,medium,high,high
train,4,4,25,25,6,6,Mr. Treeger,M,neutral,": Ahh, thanks but no. You see I-I think Im ready to dance with girls.",62.8158,5.9919,170.8397,95.7344,403.2212,3.7452,1.7731,medium,medium,medium
train,4,4,25,25,7,7,Joey,M,neutral,Okay.,61.6425,3.438,216.5124,93.6279,275.5011,3.125,0.8221,medium,high,low
train,4,4,25,25,8,8,Mr. Treeger,M,neutral,: Yeah.,59.2852,4.6026,385.6117,178.0102,413.4678,1.5625,1.2067,low,high,low
train,4,4,25,25,9,9,Joey,M,neutral,Go get em Treeger.,61.0276,5.3152,156.6201,76.3947,362.3294,4.4222,4.176,low,low,medium
train,4,4,25,25,10,10,Mr. Treeger,M,neutral,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",61.7804,5.1816,186.6503,78.2691,422.1651,3.6058,3.9246,medium,medium,medium
train,4,4,25,25,11,11,Joey,M,surprise,Really?,63.2934,5.9436,154.4659,53.5473,174.0654,2.7574,3.0465,medium,low,low
train,4,4,25,25,12,12,Mr. Treeger,M,neutral,": Yeah, you could dance real good with her, shes the same size as me.",64.2228,7.2107,259.6742,97.9664,369.6745,4.5363,4.0756,medium,high,high
train,4,4,25,25,13,13,Joey,M,neutral,"No, Im good.",62.1538,6.7397,285.0018,54.4225,247.9333,2.6408,5.3121,medium,high,low
train,5,18,26,26,0,0,Ross,M,surprise,"Oh God, this is so nerve wracking! How-how do you do this?",66.1789,6.8908,187.2221,83.055,255.5552,3.9296,5.9843,high,medium,medium
train,5,18,26,26,1,1,Joey,M,neutral,"Well, unfortunately, I don't get many callbacks so",66.1742,10.0189,91.492,9.4684,36.2844,2.7174,2.9173,high,low,low
train,5,18,26,26,2,2,Carol,F,surprise,Is it a good sign that they asked us to hang around after the audition?,64.624,8.8599,242.0921,37.8106,150.8558,3.7202,11.7958,medium,medium,medium
train,5,18,26,26,3,3,Joey,M,neutral,Who knows?,64.6909,11.5111,193.392,48.3713,138.2585,1.2175,3.7211,medium,medium,low
train,5,18,26,26,4,4,The Casting Director,F,neutral,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",66.1528,8.2094,279.2093,64.0259,416.5364,4.7648,12.2602,high,medium,high
train,5,18,26,26,5,5,Ross,M,joy,Yes!! I knew it!!  Bye-bye! So long! Later!,69.4758,6.334,279.2292,61.6234,350.2647,3.3134,5.9914,high,high,low
train,5,18,26,26,6,6,Joey,M,joy,Oh this is great! I might actually get to play Ben's dad!,66.7612,6.5096,222.8866,31.0874,156.0157,5.0781,6.8442,high,high,high
train,5,18,26,26,7,7,Ross,M,joy,Yeah!,67.4049,8.1294,295.3839,62.7271,414.7198,2.1306,13.3203,high,high,low
train,5,18,26,26,8,8,The Casting Director,F,neutral,"Actually, that can't happen.",64.7014,7.247,218.1396,44.6828,195.148,3.301,7.9782,medium,low,low
train,5,18,26,26,9,9,The Casting Director,F,neutral,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",65.1087,10.7404,219.3637,37.0304,210.1966,4.6774,10.5821,high,low,high
train,5,18,26,26,10,10,The Casting Director,F,neutral,So it'll be either you two  or you two.,62.9668,9.302,238.4021,43.9481,253.0832,5.0336,9.7637,medium,low,high
train,5,18,26,26,11,11,Joey,M,sadness,"Man, this is gonna be kinda weird.",64.8495,11.668,116.2078,42.575,303.0762,2.7797,8.647,medium,low,low
train,5,18,26,26,12,12,Ross,M,neutral,"Yeah, it is.",66.9698,10.3632,117.1194,36.7263,123.6939,3.5461,9.827,high,low,medium
train,5,18,26,26,13,13,Ross,M,neutral,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",65.9809,10.7549,140.1627,17.9041,78.2532,3.3053,10.0374,high,low,low
train,5,24,27,27,0,0,Monica,F,sadness,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",65.4186,5.0418,238.8843,122.3149,396.8314,4.0133,1.677,high,medium,medium
train,5,24,27,27,1,1,Chandler,M,joy,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",62.516,6.7668,175.7108,55.206,210.79,3.8007,6.7347,medium,medium,medium
train,4,15,28,28,0,0,Ross,M,anger,Please!,61.8981,7.8479,289.9608,54.3302,319.791,3.1857,11.3227,medium,high,low
train,4,15,28,28,1,1,Ross,M,anger,Are you kidding?,65.0587,4.9376,259.8903,19.2108,64.6128,2.1308,13.6841,high,high,low
train,4,15,28,28,2,2,Ross,M,anger,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-Im not proud of it but, I really am.",63.6338,2.1588,251.0061,9.4136,32.3531,,10.3398,medium,high,
train,4,15,28,28,3,3,Ross,M,joy,"And its all because of you, wonderful, amazing you.",63.9255,8.9746,175.5664,31.8072,203.5458,3.4907,9.3567,medium,medium,medium
train,4,15,28,28,4,4,Emily,F,fear,I think youve got concussion.,62.3201,11.7977,178.6289,32.6572,215.4036,3.7301,13.8145,medium,low,medium
train,4,15,28,28,5,5,Ross,M,joy,"No, no, Im serious. Thank you.",61.4199,8.466,160.5818,38.8798,204.795,2.6895,10.5736,medium,medium,low
train,4,15,28,28,6,6,Emily,F,fear,Youre welcome.  Im sorry. Did I hurt you?,62.7864,11.0083,253.1325,92.7722,398.0222,3.7221,5.2706,medium,medium,medium
train,4,15,28,28,7,7,Ross,M,sadness,"Its worth the pain.  Yknow what, you know what? Its not.",64.414,10.684,195.5317,49.4594,241.9922,3.0382,9.3133,medium,medium,low
train,9,23,29,29,0,0,Monica,F,surprise,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,60.5292,8.4486,203.4358,70.4076,351.1414,4.2549,5.9486,low,low,medium
train,9,23,29,29,1,1,Chandler,M,joy,"I do! Want a hint? huh? ""I do""  ""I do"".",60.4224,9.1091,194.5893,78.5872,357.2462,3.9557,6.9511,low,medium,medium
train,9,23,29,29,2,2,Monica,F,neutral,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",59.9624,7.6354,215.1383,59.5609,294.3663,5.733,8.0343,low,low,high
train,9,23,29,29,3,3,Chandler,M,joy,David is going to propose to Phoebe.,60.3397,6.4255,179.5995,121.998,411.8392,4.4949,5.625,low,medium,high
train,9,23,29,29,4,4,Monica,F,surprise,What?  Why?,63.2906,8.5811,296.0554,98.443,374.4198,3.7667,4.1924,medium,medium,medium
train,9,23,29,29,6,5,Monica,F,anger,"Chandler, we have talked about this.",63.2544,9.7959,296.5779,64.9504,257.7281,3.7668,11.2094,medium,medium,medium
train,9,23,29,29,7,6,Monica,F,anger,You are not supposed to give people advice!,62.8143,8.426,327.871,76.6054,358.3012,4.3605,9.6502,medium,high,medium
train,9,23,29,29,8,7,Monica,F,anger,Now couldn't you just have made some sort of inappropriate joke?,63.4258,6.5115,380.8583,82.4537,388.1798,4.4643,10.2454,medium,high,high
train,9,23,29,29,9,8,Chandler,M,neutral,I,63.9755,8.5118,322.3028,115.9845,368.2519,3.2813,10.2466,medium,high,low
train,9,23,29,29,10,9,Monica,F,anger,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,63.2367,10.9385,357.0457,68.3529,363.6818,4.7365,11.1365,medium,high,high
train,9,23,29,29,11,10,Monica,F,anger,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",62.9994,11.2094,292.6004,99.1754,402.281,5.9811,8.3202,medium,medium,high
train,9,23,29,29,12,11,Chandler,M,surprise,"Man, that's some",63.965,8.2171,154.4452,71.0817,250.4061,3.155,2.1213,medium,low,low
train,9,23,29,29,13,12,Ross,M,neutral,"Oh, that's not what you want...",61.9795,8.735,217.3836,100.4796,417.7132,2.7655,0.8951,medium,high,low
train,6,21,30,30,0,0,Elizabeth,F,neutral,"This is my father, Paul Stevens. Dad, this is Ross Geller.",63.1006,7.8489,234.7911,54.1749,301.2886,3.8214,8.0917,medium,low,medium
train,6,21,30,30,1,1,Ross,M,joy,It-its great to meet you Paul.,66.438,9.0611,161.738,39.3733,253.9918,3.7007,7.388,high,medium,medium
